sector,transaction_count,median_price,mean_price,p25_price,p75_price,ew_percentile,low_transaction_count,min_sales_threshold
CF63 2,176,182200.0,188176.10795454544,160000.0,216250.0,17.6907166321937,False,20
CF63 3,48,195000.0,195560.41666666666,176462.5,221250.0,21.395546903516244,False,20
CF63 4,350,185000.0,196690.73142857142,157850.0,232875.0,18.432899379486557,False,20
CF64 1,380,277500.0,321225.89210526313,196750.0,378112.5,45.63815549336902,False,20
CF64 2,336,320000.0,354630.9583333333,250000.0,436250.0,56.54580849251734,False,20
CF64 3,313,389950.0,507632.81469648564,280000.0,650000.0,70.72028227278257,False,20
CF64 4,318,323000.0,397192.6257861635,252750.0,467250.0,57.367076286652875,False,20
CF64 5,356,390000.0,440712.13764044945,255000.0,525000.0,70.97578780873586,False,20
CF71 7,440,466500.0,498441.67727272725,325750.0,621250.0,81.7252707141988,False,20
CF72 4,367,270000.0,290429.05722070846,229995.0,325997.5,43.569777345175815,False,20
CF72 8,368,267250.0,300556.95652173914,202125.0,370000.0,42.778926876749,False,20
CF72 9,595,235000.0,259970.9781512605,185000.0,300000.0,33.14271809222533,False,20
CF81 8,260,146247.5,155887.88461538462,119540.0,175000.0,8.675021292127996,False,20
CF81 9,219,136000.0,154851.66210045663,110650.0,179000.0,6.527558097092104,False,20
CF82 6,90,244750.0,233449.44444444444,156000.0,290000.0,35.74644117289208,False,20
CF82 7,408,178975.0,200130.8161764706,147375.0,232750.0,16.376688161576833,False,20
CF82 8,188,200000.0,203822.04787234042,147875.0,250000.0,22.885995863243703,False,20
CF83 1,479,234000.0,256807.94154488517,193500.0,296250.0,32.6621243460275,False,20
CF83 2,492,240000.0,255725.5223577236,194625.0,299995.0,34.59058279596058,False,20
CF83 3,483,195000.0,222738.82194616977,159000.0,250000.0,21.395546903516244,False,20
CF83 4,254,145500.0,161891.51181102364,127375.0,178750.0,8.595936245285314,False,20
CF83 8,444,243000.0,255493.17567567568,187875.0,298496.25,35.55177028835625,False,20
CH1 1,62,206000.0,272297.9032258064,173375.0,293625.0,24.619783428640954,False,20
CH1 2,89,300625.0,366238.98876404495,200000.0,470000.0,52.22046477673683,False,20
CH1 3,258,172375.0,181296.18217054263,130000.0,220000.0,14.794987224723203,False,20
CH1 4,318,198975.0,207190.38993710693,153875.0,250000.0,22.168146976517825,False,20
CH1 5,400,190000.0,220299.1025,162000.0,256000.0,19.959849130064487,False,20
CH1 6,177,345000.0,385705.3672316384,255000.0,457000.0,62.16084681834773,False,20
CH2 1,415,320000.0,347090.4578313253,242500.0,429000.0,56.54580849251734,False,20
CH2 2,340,262750.0,280960.7705882353,191875.0,346250.0,41.543983452974814,False,20
CH2 3,481,274000.0,315349.5717255717,215000.0,370000.0,44.34237741817739,False,20
CH2 4,248,223750.0,285968.3548387097,171000.0,335750.0,29.596057914588147,False,20
CH3 5,615,290000.0,309528.6162601626,217750.0,375000.0,48.89280934420246,False,20
CH3 6,344,316900.0,373699.4098837209,236075.0,443500.0,55.52986981384597,False,20
CH3 7,244,430000.0,485808.54098360654,308875.0,645650.0,77.35125927728434,False,20
CH3 8,181,340000.0,421954.9723756906,265000.0,528000.0,61.309161698503466,False,20
CH3 9,199,405000.0,476246.256281407,247500.0,667500.0,73.17191872490571,False,20
CH4 0,538,235000.0,261717.9089219331,188125.0,321875.0,33.14271809222533,False,20
CH4 7,600,371489.5,406664.44666666666,269875.0,500000.0,67.48996228251613,False,20
CH4 8,409,220000.0,301247.77750611247,175000.0,317500.0,28.555785375349803,False,20
CH4 9,126,308500.0,408683.5317460318,245000.0,512500.0,53.36415622338484,False,20
CH41 0,143,150000.0,146429.65734265733,115000.0,173000.0,9.465871760554812,False,20
CH41 1,17,110000.0,142335.64705882352,92500.0,195000.0,2.463803382406619,True,20
CH41 2,44,112000.0,125750.02272727272,90000.0,138125.0,2.6888915926511743,False,20
CH41 3,10,109975.0,105990.0,92000.0,124212.5,2.348217544713469,True,20
CH41 4,83,90000.0,102211.3373493976,75000.0,125000.0,0.9246867015452002,False,20
CH41 5,49,114000.0,107894.63265306123,87000.0,121000.0,2.8592286166200265,False,20
CH41 6,37,111000.0,107000.0,90000.0,115000.0,2.6037230806667475,False,20
CH41 7,51,113000.0,119450.6862745098,80000.0,128000.0,2.7923105000608346,False,20
CH41 8,116,152500.0,155569.62068965516,110000.0,194807.5,10.074218274729285,False,20
CH41 9,55,108000.0,105695.45454545454,82500.0,126750.0,2.2569655675872977,False,20
CH42 0,99,112500.0,113171.35353535354,85000.0,135500.0,2.755809709210366,False,20
CH42 1,64,125000.0,142986.09375,89375.0,162437.5,4.4652634140406375,False,20
CH42 2,94,132500.0,135775.86170212767,100750.0,163000.0,6.016547025185546,False,20
CH42 3,43,117500.0,123305.81395348837,82500.0,140000.0,3.2850711765421585,False,20
CH42 4,124,145000.0,169140.03225806452,119750.0,202750.0,8.316096848765056,False,20
CH42 5,108,106500.0,111108.33333333333,89462.5,125000.0,2.1474631950358924,False,20
CH42 6,163,180000.0,187328.9263803681,156250.0,212750.0,16.912033094050372,False,20
CH42 7,95,155000.0,172874.52631578947,115000.0,223000.0,10.700815184328993,False,20
CH42 8,93,280000.0,331623.82795698923,170000.0,420000.0,46.40467210122886,False,20
CH42 9,170,150000.0,176613.8705882353,128125.0,184250.0,9.465871760554812,False,20
CH43 0,180,248680.0,259474.22222222222,218750.0,299962.5,36.877965689256605,False,20
CH43 1,119,160000.0,193170.58823529413,110000.0,236000.0,11.856673561260495,False,20
CH43 2,204,195000.0,227227.28431372548,157750.0,251500.0,21.395546903516244,False,20
CH43 3,111,203000.0,205135.76576576577,179000.0,227000.0,23.749847913371454,False,20
CH43 4,64,170000.0,175538.125,117050.0,216250.0,14.296143083100135,False,20
CH43 5,160,195000.0,245576.1375,127000.0,281500.0,21.395546903516244,False,20
CH43 6,102,160000.0,266982.59803921566,128500.0,295250.0,11.856673561260495,False,20
CH43 7,178,183500.0,278862.6404494382,130000.0,356250.0,17.964472563572212,False,20
CH43 8,69,187500.0,214738.33333333334,115000.0,285000.0,19.175082126779415,False,20
CH43 9,248,220000.0,257594.11290322582,154750.0,296250.0,28.555785375349803,False,20
CH44 0,96,147750.0,152723.4375,127250.0,172125.0,8.906192967514297,False,20
CH44 1,100,155000.0,153783.95,120000.0,175500.0,10.700815184328993,False,20
CH44 2,146,221000.0,220468.96575342465,160625.0,274250.0,29.13979802895729,False,20
CH44 3,112,210000.0,208843.1875,179250.0,245000.0,25.6053047816036,False,20
CH44 4,170,127250.0,123994.40588235293,107750.0,144750.0,4.927606764813238,False,20
CH44 5,110,155250.0,154411.81818181818,135000.0,180000.0,10.998904976274487,False,20
CH44 6,58,111000.0,113197.3275862069,97750.0,128096.25,2.6037230806667475,False,20
CH44 7,69,89995.0,93119.49275362318,75500.0,100000.0,0.8638520501277528,False,20
CH44 8,84,144800.0,151904.16666666666,110000.0,164375.0,8.078841708237011,False,20
CH44 9,138,127500.0,132509.10144927536,110000.0,148750.0,4.9762744859471955,False,20
CH45 0,76,301500.0,358302.63157894736,193875.0,469750.0,52.28738289329602,False,20
CH45 1,152,220000.0,229591.6447368421,172000.0,275250.0,28.555785375349803,False,20
CH45 2,121,177500.0,180291.40495867768,140000.0,208000.0,16.169850346757514,False,20
CH45 3,124,225000.0,225054.39516129033,150750.0,295750.0,30.143569777345174,False,20
CH45 4,172,180000.0,181489.06976744186,132875.0,226250.0,16.912033094050372,False,20
CH45 5,178,192500.0,201498.8202247191,150000.0,245000.0,20.68986494707385,False,20
CH45 6,75,285000.0,271552.0,207500.0,320000.0,47.773451758121425,False,20
CH45 7,157,190000.0,223647.35668789808,150000.0,278750.0,19.959849130064487,False,20
CH45 8,134,240000.0,248360.5223880597,180250.0,307500.0,34.59058279596058,False,20
CH45 9,98,194250.0,225012.193877551,146875.0,309750.0,20.975787808735856,False,20
CH46 0,161,234000.0,239069.90062111802,195000.0,270000.0,32.6621243460275,False,20
CH46 1,99,180000.0,191678.0404040404,152500.0,222500.0,16.912033094050372,False,20
CH46 2,60,142250.0,163025.0,125000.0,215500.0,7.872003893417691,False,20
CH46 3,106,172500.0,180634.38679245283,135000.0,208750.0,14.849738410998906,False,20
CH46 4,2,174000.0,174000.0,172000.0,176000.0,15.080910086385204,True,20
CH46 5,18,305000.0,294222.22222222225,228750.0,348750.0,52.81664436062782,True,20
CH46 6,207,205000.0,213724.67149758455,174350.0,240000.0,24.20610779900231,False,20
CH46 7,84,161250.0,169542.5,140000.0,186250.0,12.331183842316582,False,20
CH46 8,218,265362.0,252777.08256880735,197246.25,319995.0,42.55992213164619,False,20
CH46 9,115,185000.0,192313.0,155500.0,222500.0,18.432899379486557,False,20
CH47 0,55,417000.0,429735.45454545453,323500.0,528725.0,75.13079450054751,False,20
CH47 1,46,353750.0,454923.9130434783,179250.0,594625.0,63.88246745346149,False,20
CH47 2,138,230000.0,280940.52898550726,185500.0,334250.0,31.71918724905706,False,20
CH47 3,96,300000.0,324535.9270833333,240000.0,409675.0,51.65470251855457,False,20
CH47 4,35,535000.0,557814.2857142857,235000.0,820000.0,87.71140041367563,False,20
CH47 5,30,410000.0,390180.0,208750.0,533750.0,73.84109989049763,False,20
CH47 6,31,470000.0,487961.29032258067,405000.0,587500.0,82.10852901812873,False,20
CH47 7,37,420000.0,414905.4054054054,315000.0,460000.0,75.5627205256114,False,20
CH47 8,16,316000.0,328905.9375,292250.0,357000.0,55.48728555785375,True,20
CH47 9,47,335000.0,338148.93617021275,278750.0,387750.0,60.3479742061078,False,20
CH48 0,74,297500.0,336232.7702702703,232962.5,417206.25,50.71784888672588,False,20
CH48 1,50,862500.0,957554.9,730125.0,1125000.0,97.28677454678186,False,20
CH48 2,42,772000.0,862554.7619047619,442500.0,1175000.0,96.24041854240176,False,20
CH48 3,89,400000.0,449413.52808988764,257500.0,585000.0,72.52707141988076,False,20
CH48 4,90,325000.0,346302.4555555555,206250.0,469987.5,57.99367319625258,False,20
CH48 5,130,291500.0,366970.1769230769,197750.0,451250.0,49.40382041610902,False,20
CH48 6,84,271250.0,292317.2619047619,225000.0,346875.0,43.983452974814455,False,20
CH48 7,38,503750.0,555438.6052631579,336250.0,701250.0,85.46051831123008,False,20
CH48 8,53,533000.0,513291.5094339623,450000.0,590000.0,87.6262319016912,False,20
CH48 9,91,327500.0,326247.25274725276,257500.0,385000.0,58.62635357099404,False,20
CH49 0,95,210000.0,228293.86315789472,172216.0,262500.0,25.6053047816036,False,20
CH49 1,173,330000.0,342732.6705202312,280000.0,399495.0,59.15561503832583,False,20
CH49 2,130,254000.0,272074.56923076924,225000.0,309000.0,38.642170580362574,False,20
CH49 3,165,255000.0,255751.56363636363,200000.0,325000.0,39.068013140284705,False,20
CH49 4,228,205500.0,214592.09649122806,165562.5,250000.0,24.522447986373038,False,20
CH49 5,62,199750.0,195019.4516129032,144375.0,227250.0,22.27764934906923,False,20
CH49 6,156,279750.0,298371.60256410256,215000.0,365000.0,45.857160238471835,False,20
CH49 7,68,149500.0,144940.4411764706,129750.0,162750.0,9.058279596057915,False,20
CH49 8,31,150000.0,150643.38709677418,132500.0,163250.0,9.465871760554812,False,20
CH49 9,55,145000.0,150257.0909090909,130000.0,166500.0,8.316096848765056,False,20
CH5 1,274,159225.0,163760.48175182482,127625.0,191150.0,11.449081396763598,False,20
CH5 2,343,204000.0,212253.38483965016,157000.0,266497.5,23.853266820781116,False,20
CH5 3,411,265000.0,291259.7688564477,200000.0,352500.0,42.18274729285801,False,20
CH5 4,603,185000.0,200461.74461028192,155000.0,235000.0,18.432899379486557,False,20
CH6 5,453,175000.0,197901.06181015453,144000.0,235000.0,15.500669181165591,False,20
CH6 6,135,172500.0,191598.85925925925,145000.0,220000.0,14.849738410998906,False,20
CH60 0,65,280000.0,352936.1538461539,180000.0,445000.0,46.40467210122886,False,20
CH60 1,71,410000.0,406319.78873239434,311250.0,472500.0,73.84109989049763,False,20
CH60 2,68,480000.0,500624.26470588235,400000.0,585000.0,83.24005353449326,False,20
CH60 3,41,622700.0,620578.8536585366,540000.0,665000.0,92.42000243338606,False,20
CH60 4,51,558500.0,612135.568627451,447900.0,700000.0,89.19576590826135,False,20
CH60 5,70,310000.0,329475.5714285714,245000.0,402375.0,53.948168876992334,False,20
CH60 6,62,611000.0,678571.3225806452,452500.0,822250.0,92.10366224601533,False,20
CH60 7,78,251750.0,260884.35897435897,173910.0,309000.0,38.34408078841708,False,20
CH60 8,47,722000.0,728436.1702127659,580000.0,865000.0,95.31573184085656,False,20
CH60 9,51,540000.0,573074.5098039216,472500.0,682500.0,88.00340674047938,False,20
CH61 0,23,440000.0,520913.04347826086,401250.0,510000.0,78.6652877479012,False,20
CH61 1,62,322500.0,395349.1935483871,275750.0,543750.0,57.26974084438496,False,20
CH61 2,17,390000.0,385566.0,280000.0,413000.0,70.97578780873586,True,20
CH61 3,84,276500.0,300111.6785714286,210000.0,361500.0,45.4313176785497,False,20
CH61 4,111,295000.0,311263.0540540541,230000.0,375000.0,50.121669302834896,False,20
CH61 5,80,237750.0,250509.375,210000.0,300000.0,33.84840004866772,False,20
CH61 6,98,305000.0,324791.8367346939,245250.0,370250.0,52.81664436062782,False,20
CH61 7,66,278250.0,281252.2727272727,230000.0,317625.0,45.80240905219613,False,20
CH61 8,110,220000.0,226558.8818181818,197750.0,250000.0,28.555785375349803,False,20
CH61 9,99,240000.0,252966.66666666666,213750.0,288500.0,34.59058279596058,False,20
CH62 0,77,224000.0,239738.05194805196,180000.0,275000.0,29.65080910086385,False,20
CH62 1,109,135000.0,142240.04587155965,112000.0,175000.0,6.3328872125562725,False,20
CH62 2,121,230000.0,250184.11570247935,162000.0,300000.0,31.71918724905706,False,20
CH62 3,64,179000.0,176034.625,149500.0,198500.0,16.4131889524273,False,20
CH62 4,138,210000.0,206555.6884057971,175000.0,245000.0,25.6053047816036,False,20
CH62 5,98,193750.0,192967.24489795917,166375.0,221875.0,20.896702761893174,False,20
CH62 6,134,253750.0,265739.0671641791,183125.0,313250.0,38.58741939408687,False,20
CH62 7,210,217500.0,241345.64285714287,170000.0,308187.5,27.661515999513327,False,20
CH62 8,243,225000.0,225826.8230452675,189500.0,259000.0,30.143569777345174,False,20
CH62 9,113,183000.0,183414.7168141593,160000.0,200000.0,17.891470981871276,False,20
CH63 0,158,310000.0,328358.91139240505,240000.0,413000.0,53.948168876992334,False,20
CH63 1,12,377500.0,366791.6666666667,298750.0,424375.0,68.87090886969217,True,20
CH63 2,167,248000.0,255396.8622754491,209250.0,295000.0,36.768463316705194,False,20
CH63 3,158,261305.0,270891.4240506329,215000.0,308750.0,41.33106217301375,False,20
CH63 4,6,762500.0,738333.3333333334,658750.0,817500.0,96.11266577442511,True,20
CH63 5,153,249950.0,284112.4836601307,190000.0,339000.0,37.04830271322545,False,20
CH63 6,11,500000.0,533636.3636363636,477500.0,635000.0,85.14417812385935,True,20
CH63 7,171,196000.0,201551.29824561405,157500.0,240600.0,21.80313906801314,False,20
CH63 8,144,233250.0,232050.93055555556,184750.0,271625.0,32.61345662489354,False,20
CH63 9,198,288250.0,300737.2474747475,230000.0,360000.0,48.37571480715416,False,20
CH64 0,96,274000.0,274925.46875,237375.0,310000.0,44.34237741817739,False,20
CH64 1,63,435000.0,472400.79365079367,331250.0,530000.0,77.95960579145881,False,20
CH64 2,79,335000.0,359272.15189873416,280000.0,425000.0,60.3479742061078,False,20
CH64 3,86,291750.0,325146.511627907,195000.0,411250.0,49.422070811534255,False,20
CH64 4,101,362500.0,405783.4653465347,235000.0,510000.0,65.65883927485096,False,20
CH64 5,35,625000.0,676860.0,411000.0,852500.0,92.6146733179219,False,20
CH64 6,153,382000.0,414035.54901960783,277500.0,510000.0,69.76517824552866,False,20
CH64 7,9,805000.0,833577.7777777778,548000.0,935000.0,96.73926268402482,True,20
CH64 8,7,836000.0,743285.7142857143,646000.0,857500.0,97.01910208054508,True,20
CH64 9,182,220000.0,253673.35164835164,169625.0,305750.0,28.555785375349803,False,20
CH65 0,22,137000.0,143386.36363636365,125750.0,165125.0,6.630977004501765,False,20
CH65 1,2,228000.0,228000.0,224000.0,232000.0,31.007421827472932,True,20
CH65 2,86,125000.0,125290.69767441861,107125.0,142500.0,4.4652634140406375,False,20
CH65 3,99,228495.0,221637.68686868687,165000.0,288517.5,31.07433994403212,False,20
CH65 4,76,120000.0,143697.36842105264,105000.0,197250.0,3.686579875897311,False,20
CH65 5,115,152000.0,147317.38260869565,112500.0,175000.0,9.952548971894391,False,20
CH65 6,169,250000.0,268723.3846153846,220000.0,308500.0,37.717483878817376,False,20
CH65 7,112,175000.0,175950.89285714287,147375.0,195000.0,15.500669181165591,False,20
CH65 8,155,126000.0,140317.30967741937,112000.0,163750.0,4.793770531694854,False,20
CH65 9,172,205000.0,209366.56395348837,155000.0,250000.0,24.20610779900231,False,20
CH66 0,2,845000.0,845000.0,842500.0,847500.0,97.08602019710428,True,20
CH66 1,340,190000.0,203532.18235294116,160000.0,240000.0,19.959849130064487,False,20
CH66 2,477,226500.0,245684.57023060796,195000.0,290000.0,30.71541550066918,False,20
CH66 3,172,158000.0,165114.81976744186,136000.0,180000.0,11.315245163645212,False,20
CH66 4,461,260000.0,286505.09327548806,217500.0,343000.0,40.716632193697535,False,20
CH66 5,24,355000.0,381077.5,287875.0,474375.0,64.21705803625746,False,20
CH66 6,6,390000.0,384000.0,365500.0,406250.0,70.97578780873586,True,20
CH66 7,69,354950.0,348516.6231884058,260000.0,424950.0,63.973719430587664,False,20
CH66 8,2,515000.0,515000.0,477500.0,552500.0,86.35478768706655,True,20
CH66 9,4,536687.5,532093.75,513785.0,554996.25,87.82090278622704,True,20
CH7 1,432,200000.0,221652.22916666666,156875.0,275000.0,22.885995863243703,False,20
CH7 2,348,188000.0,202090.1379310345,156500.0,235000.0,19.272417569047327,False,20
CH7 3,343,225000.0,247389.7055393586,181250.0,310000.0,30.143569777345174,False,20
CH7 4,185,197500.0,249655.16216216216,155000.0,310000.0,22.00389341769072,False,20
CH7 5,244,280000.0,311434.01639344264,200000.0,386250.0,46.40467210122886,False,20
CH7 6,453,240000.0,268804.3156732892,197000.0,300000.0,34.59058279596058,False,20
CH8 7,310,156000.0,182921.3,130000.0,226625.0,11.041489232266699,False,20
CH8 8,226,258750.0,297976.08407079644,175000.0,386625.0,40.06570142353084,False,20
CH8 9,225,173000.0,219876.66666666666,138000.0,255000.0,14.95924078355031,False,20
CM0 7,336,350000.0,388949.7916666667,297250.0,442750.0,63.219369753011314,False,20
CM0 8,485,360000.0,400490.07835051545,292500.0,499999.0,65.14174473780265,False,20
CM1 1,352,275000.0,285692.7727272727,210000.0,346000.0,44.84730502494221,False,20
CM1 2,484,375000.0,410215.2231404959,310000.0,475000.0,68.18956077381677,False,20
CM1 3,327,400000.0,450631.33639143733,255000.0,535000.0,72.52707141988076,False,20
CM1 4,448,426500.0,462762.15401785716,335000.0,551625.0,76.89499939165349,False,20
CM1 6,918,433747.5,466276.91394335515,338498.75,564250.0,77.79535223263171,False,20
CM1 7,342,400000.0,429542.49122807017,325000.0,491750.0,72.52707141988076,False,20
CM11 1,244,733750.0,841614.7663934426,475000.0,1080000.0,95.5955712373768,False,20
CM11 2,513,430000.0,461682.84600389865,365000.0,535000.0,77.35125927728434,False,20
CM12 0,542,461000.0,491778.9298892989,350000.0,594250.0,81.31767854970191,False,20
CM12 9,372,515000.0,571978.3602150538,400000.0,690000.0,86.35478768706655,False,20
CM13 1,384,475250.0,537727.3151041666,407750.0,610000.0,82.85679523056334,False,20
CM13 2,420,576250.0,873753.1547619047,415000.0,1080000.0,90.44287626231902,False,20
CM13 3,358,500000.0,549972.7625698324,340250.0,650000.0,85.14417812385935,False,20
CM14 4,672,375000.0,430445.9583333333,270000.0,520000.0,68.18956077381677,False,20
CM14 5,437,460000.0,520753.56979405036,338000.0,651000.0,81.13517459544957,False,20
CM15 0,303,550000.0,603034.0198019802,450000.0,680000.0,88.66650444092954,False,20
CM15 8,290,714000.0,803899.6931034483,488750.0,983750.0,95.16972867745469,False,20
CM15 9,404,429750.0,468682.82425742573,314000.0,555000.0,77.08967027618931,False,20
CM16 4,195,490000.0,615319.4615384615,350000.0,762500.0,84.0917386543375,False,20
CM16 5,171,610000.0,661022.0292397661,500000.0,745000.0,92.03674412945614,False,20
CM16 6,301,513000.0,557681.8471760798,405000.0,660000.0,86.17836719795595,False,20
CM16 7,276,745000.0,808724.8731884058,548750.0,950000.0,95.83282637790485,False,20
CM17 0,359,410000.0,444459.4066852368,300000.0,507500.0,73.84109989049763,False,20
CM17 9,797,392000.0,402506.8067754078,320500.0,475000.0,71.2677941355396,False,20
CM18 6,380,320000.0,319026.8947368421,285000.0,360000.0,56.54580849251734,False,20
CM18 7,343,304000.0,310276.5597667638,250000.0,355000.0,52.561138824674536,False,20
CM19 4,305,335000.0,349401.9868852459,285000.0,406450.0,60.3479742061078,False,20
CM19 5,264,335000.0,382467.7272727273,295375.0,398500.0,60.3479742061078,False,20
CM2 0,381,330000.0,354738.1286089239,220000.0,435000.0,59.15561503832583,False,20
CM2 5,2,347500.0,347500.0,338750.0,356250.0,62.611023238836836,True,20
CM2 6,692,340500.0,369897.4436416185,245000.0,450000.0,61.60725149044895,False,20
CM2 7,348,400000.0,441738.0718390805,310000.0,521250.0,72.52707141988076,False,20
CM2 8,485,395000.0,446815.787628866,335000.0,500000.0,71.68146976517824,False,20
CM2 9,591,390000.0,409383.45854483923,311250.0,475000.0,70.97578780873586,False,20
CM20 1,228,291500.0,291271.6403508772,208125.0,347750.0,49.40382041610902,False,20
CM20 2,345,305000.0,313361.53623188403,225000.0,352500.0,52.81664436062782,False,20
CM20 3,294,315000.0,311405.80272108846,289250.0,340000.0,55.170945370483025,False,20
CM21 0,278,548125.0,590321.0899280575,425000.0,685000.0,88.41708237011801,False,20
CM21 9,331,375000.0,427265.1933534743,263750.0,513750.0,68.18956077381677,False,20
CM22 6,567,475000.0,516876.7160493827,395000.0,600000.0,82.6621243460275,False,20
CM22 7,206,620000.0,680913.6601941747,440000.0,850000.0,92.35308431682687,False,20
CM23 0,48,507500.0,497042.5,380000.0,570000.0,85.75252463803382,False,20
CM23 1,127,570000.0,627441.9291338583,471000.0,717500.0,89.97444944640466,False,20
CM23 2,522,465000.0,528470.346743295,323125.0,638750.0,81.53059982966298,False,20
CM23 3,509,355000.0,366814.64833005896,270000.0,418000.0,64.21705803625746,False,20
CM23 4,612,485000.0,513124.31045751635,395000.0,600000.0,83.62331183842316,False,20
CM23 5,356,461000.0,529080.834269663,360000.0,621812.5,81.31767854970191,False,20
CM24 8,333,425000.0,478662.9129129129,345000.0,570000.0,76.45698990144787,False,20
CM3 1,157,485000.0,594773.8853503185,370000.0,740000.0,83.62331183842316,False,20
CM3 2,339,490000.0,529361.6165191741,394997.5,625497.5,84.0917386543375,False,20
CM3 3,338,485000.0,538423.275147929,390000.0,611500.0,83.62331183842316,False,20
CM3 4,335,545000.0,614367.6089552239,411875.0,706575.5,88.21632802044044,False,20
CM3 5,606,360000.0,367390.45379537955,266250.0,450000.0,65.14174473780265,False,20
CM3 6,394,457500.0,529510.5710659899,359996.25,645000.0,80.91616985034675,False,20
CM3 7,58,422500.0,488652.3275862069,331250.0,582500.0,76.00073001581701,False,20
CM3 8,101,485500.0,577693.8613861386,350000.0,721500.0,83.75714807154155,False,20
CM4 0,230,670000.0,865367.3913043478,500000.0,990000.0,94.01995376566492,False,20
CM4 9,312,728697.5,801001.0705128205,516250.0,906250.0,95.46173500425843,False,20
CM5 0,151,497500.0,620235.9271523178,391000.0,750000.0,84.7426694245042,False,20
CM5 9,247,499950.0,570620.7287449393,375000.0,618000.0,84.84608833191386,False,20
CM6 1,600,402250.0,451340.765,319125.0,535000.0,72.91641318895242,False,20
CM6 2,262,436000.0,518505.70229007635,357750.0,585000.0,78.12385935028591,False,20
CM6 3,402,523500.0,638615.828358209,400000.0,799750.0,86.83538143326439,False,20
CM6 4,327,457995.0,494097.69418960245,414648.0,565495.0,80.95875410633897,False,20
CM7 1,385,297000.0,292397.9220779221,247000.0,340000.0,50.626596909599705,False,20
CM7 2,385,332500.0,339495.12987012987,243000.0,420000.0,59.806545808492515,False,20
CM7 3,453,265000.0,264988.0706401766,180000.0,317500.0,42.18274729285801,False,20
CM7 4,181,529950.0,581202.364640884,385000.0,735000.0,87.30989171432047,False,20
CM7 5,439,364000.0,384984.9840546697,295000.0,450000.0,65.79267550796935,False,20
CM7 9,385,326000.0,341313.2961038961,270000.0,395000.0,58.49251733787565,False,20
CM77 6,113,335000.0,371474.9469026549,300000.0,390000.0,60.3479742061078,False,20
CM77 7,230,415000.0,436124.0086956522,335000.0,532750.0,74.71103540576712,False,20
CM77 8,322,396000.0,449185.34161490685,340000.0,499995.0,71.89439104513932,False,20
CM8 1,801,332000.0,354501.07490636705,260000.0,430000.0,59.721377296508095,False,20
CM8 2,550,310000.0,322242.12363636366,260000.0,385000.0,53.948168876992334,False,20
CM8 3,340,390000.0,461656.83235294116,312500.0,533125.0,70.97578780873586,False,20
CM9 4,421,362500.0,385796.5866983373,302500.0,450000.0,65.65883927485096,False,20
CM9 5,212,290000.0,299669.2216981132,231500.0,355250.0,48.89280934420246,False,20
CM9 6,753,410000.0,440718.33598937583,330000.0,520000.0,73.84109989049763,False,20
CM9 8,307,397500.0,458206.9218241042,313750.0,537500.0,72.0160603479742,False,20
CO1 1,311,230000.0,249701.79421221864,170000.0,302500.0,31.71918724905706,False,20
CO1 2,495,230000.0,237196.45656565655,180000.0,284000.0,31.71918724905706,False,20
CO10 0,647,310000.0,344080.05564142193,250000.0,397500.0,53.948168876992334,False,20
CO10 1,346,280000.0,300631.5,223000.0,355000.0,46.40467210122886,False,20
CO10 2,250,265000.0,279735.268,199250.0,330000.0,42.18274729285801,False,20
CO10 5,74,425000.0,509478.3783783784,320250.0,589625.0,76.45698990144787,False,20
CO10 7,293,320000.0,380611.8566552901,260000.0,427500.0,56.54580849251734,False,20
CO10 8,281,367500.0,412702.4733096085,295000.0,472000.0,66.61394330210489,False,20
CO10 9,402,382000.0,433851.3084577114,300000.0,510000.0,69.76517824552866,False,20
CO11 1,393,325000.0,339222.0941475827,248000.0,410000.0,57.99367319625258,False,20
CO11 2,648,392250.0,432800.10802469135,315000.0,500000.0,71.29821146124833,False,20
CO12 3,320,217750.0,231816.1375,158976.0,287500.0,27.728434116072513,False,20
CO12 4,528,246250.0,255198.88257575757,192000.0,300000.0,36.47645698990144,False,20
CO12 5,187,320000.0,347885.2887700535,265250.0,420000.0,56.54580849251734,False,20
CO13 0,610,337747.5,359484.59016393445,280000.0,427125.0,60.822484487163884,False,20
CO13 9,305,352500.0,412730.5573770492,250000.0,550000.0,63.736464290059615,False,20
CO14 8,339,265000.0,272736.64896755165,212500.0,310000.0,42.18274729285801,False,20
CO15 1,323,210000.0,223483.27863777088,133750.0,294500.0,25.6053047816036,False,20
CO15 2,358,190000.0,181209.17039106146,107000.0,240000.0,19.959849130064487,False,20
CO15 3,329,210000.0,207178.26443768997,165000.0,250000.0,25.6053047816036,False,20
CO15 4,446,247500.0,254331.89237668162,220000.0,285000.0,36.67112787443728,False,20
CO15 5,389,315000.0,320990.28277634963,260000.0,375000.0,55.170945370483025,False,20
CO15 6,292,190000.0,241726.0102739726,145000.0,328500.0,19.959849130064487,False,20
CO16 0,152,467500.0,479852.7631578947,364375.0,576250.0,81.78002190047451,False,20
CO16 7,148,228750.0,236127.51351351352,175000.0,290000.0,31.141258060591316,False,20
CO16 8,514,260000.0,282671.9319066148,217625.0,330000.0,40.716632193697535,False,20
CO16 9,348,310000.0,346544.6925287356,265000.0,387625.0,53.948168876992334,False,20
CO2 0,160,387500.0,465931.66875,300000.0,595625.0,70.56819564423897,False,20
